config,question_num,total_cost_usd,total_time_sec
archon-config-10.json,1,0.0052,70.8844
archon-config-10.json,2,0.00519,73.5293
archon-config-10.json,3,0.00716,88.0363
archon-config-10.json,4,0.00324,38.9757
archon-config-10.json,5,0.00781,90.917
archon-config-10.json,6,0.0059,74.1001
archon-config-10.json,7,0.00646,85.6087
archon-config-10.json,8,0.00661,69.2764
archon-config-10.json,9,0.00458,50.8784
archon-config-10.json,10,0.00352,58.9119
archon-config-10.json,11,0.00578,72.9799
archon-config-10.json,12,0.00586,74.0892
archon-config-10.json,13,0.00628,87.9968
archon-config-10.json,14,0.00401,58.9038
archon-config-10.json,15,0.00574,73.5065
archon-config-10.json,16,0.00591,78.9373
archon-config-10.json,17,0.00947,113.2282
archon-config-10.json,18,0.00749,106.7436
archon-config-10.json,19,0.00635,63.8937
archon-config-10.json,20,0.00404,39.9082
archon-config-10.json,21,0.00444,50.8059
archon-config-10.json,22,0.00277,32.3413
archon-config-10.json,23,0.00626,80.5832
archon-config-10.json,24,0.00579,89.6282
archon-config-10.json,25,0.00559,50.8624
archon-config-10.json,26,0.00712,88.4749
archon-config-10.json,27,0.00348,43.4315
archon-config-10.json,28,0.00588,80.2863
archon-config-10.json,29,0.00626,70.6317
archon-config-10.json,30,0.00396,57.0761
archon-config-10.json,31,0.00479,68.2077
archon-config-10.json,32,0.00528,70.9266
archon-config-10.json,33,0.00566,64.5577
archon-config-10.json,34,0.00795,75.1897
archon-config-10.json,35,0.00738,66.501
archon-config-10.json,36,0.00348,48.4674
archon-config-10.json,37,0.0056,65.1883
archon-config-10.json,38,0.00527,50.611
archon-config-10.json,39,0.00555,55.0259
archon-config-10.json,40,0.00304,36.3204
archon-config-10.json,41,0.00349,59.6415
archon-config-10.json,42,0.0073,63.61
archon-config-10.json,43,0.0057,80.8442
archon-config-10.json,44,0.0047,43.1867
archon-config-10.json,45,0.00735,81.1514
archon-config-10.json,46,0.00392,77.2572
archon-config-10.json,47,0.00517,80.9062
archon-config-10.json,48,0.00556,77.2784
archon-config-10.json,49,0.00613,54.8712
archon-config-10.json,50,0.00363,41.9988
archon-config-10.json,51,0.00547,70.5122
archon-config-10.json,52,0.00952,88.2784
archon-config-10.json,53,0.00595,71.001
archon-config-10.json,54,0.00464,54.6511
archon-config-10.json,55,0.0047,60.8969
archon-config-10.json,56,0.00494,47.438
archon-config-10.json,57,0.00675,76.2777
archon-config-10.json,58,0.00313,41.0285
archon-config-10.json,59,0.00671,91.8347
archon-config-10.json,60,0.00655,69.9135
archon-config-10.json,61,0.00564,67.7478
archon-config-10.json,62,0.00578,76.5046
archon-config-10.json,63,0.00697,65.4854
archon-config-10.json,64,0.00819,93.6981
archon-config-10.json,65,0.00625,75.8735
archon-config-10.json,66,0.00387,56.1917
archon-config-10.json,67,0.0066,82.2887
archon-config-10.json,68,0.00422,58.3284
archon-config-10.json,69,0.00806,92.1857
archon-config-10.json,70,0.00554,71.3459
archon-config-10.json,71,0.00484,52.2244
archon-config-10.json,72,0.00505,58.2298
archon-config-10.json,73,0.00528,46.5682
archon-config-10.json,74,0.00605,66.404
archon-config-10.json,75,0.00789,82.0711
archon-config-10.json,76,0.00396,61.4254
archon-config-10.json,77,0.00714,65.8078
archon-config-10.json,78,0.00602,60.4713
archon-config-10.json,79,0.00717,83.754
archon-config-10.json,80,0.0094,126.2893
archon-config-10.json,81,0.00576,72.832
archon-config-10.json,82,0.00899,81.9547
archon-config-10.json,83,0.00793,92.9654
archon-config-10.json,84,0.00292,44.6653
archon-config-10.json,85,0.00717,84.1791
archon-config-10.json,86,0.00504,61.6089
archon-config-10.json,87,0.00578,53.8684
archon-config-10.json,88,0.00368,43.2104
archon-config-10.json,89,0.00587,62.2345
archon-config-10.json,90,0.00575,65.912
archon-config-10.json,91,0.00562,66.7114
archon-config-10.json,92,0.01041,99.6563
archon-config-10.json,93,0.00652,74.6156
archon-config-10.json,94,0.0048,58.6559
archon-config-10.json,95,0.00613,80.6728
archon-config-10.json,96,0.007,63.8968
archon-config-10.json,97,0.00463,52.8856
archon-config-10.json,98,0.00473,53.8896
archon-config-10.json,99,0.00654,59.884
archon-config-29.json,1,0.00626,48.5986
archon-config-29.json,2,0.0068,43.6328
archon-config-29.json,3,0.00749,47.9092
archon-config-29.json,4,0.00446,25.8303
archon-config-29.json,5,0.01011,50.5131
archon-config-29.json,6,0.01403,60.9207
archon-config-29.json,7,0.0081,58.8677
archon-config-29.json,8,0.00842,51.1875
archon-config-29.json,9,0.00605,35.3564
archon-config-29.json,10,0.00692,48.6177
archon-config-29.json,11,0.00725,33.7134
archon-config-29.json,12,0.00823,54.4144
archon-config-29.json,13,0.00863,55.3306
archon-config-29.json,14,0.0046,30.2364
archon-config-29.json,15,0.00803,46.9147
archon-config-29.json,16,0.00792,47.9351
archon-config-29.json,17,0.01447,81.4588
archon-config-29.json,18,0.01674,93.9354
archon-config-29.json,19,0.01015,43.4136
archon-config-29.json,20,0.0049,24.9805
archon-config-29.json,21,0.00691,34.0496
archon-config-29.json,22,0.00557,27.7956
archon-config-29.json,23,0.00889,56.0104
archon-config-29.json,24,0.01138,93.323
archon-config-29.json,25,0.01007,56.4912
archon-config-29.json,26,0.00857,58.3368
archon-config-29.json,27,0.00611,32.2559
archon-config-29.json,28,0.00882,56.2295
archon-config-29.json,29,0.00885,61.1065
archon-config-29.json,30,0.00569,46.9813
archon-config-29.json,31,0.00659,47.8403
archon-config-29.json,32,0.01683,133.1247
archon-config-29.json,33,0.00788,42.023
archon-config-29.json,34,0.01027,55.2531
archon-config-29.json,35,0.00831,63.8569
archon-config-29.json,36,0.00593,54.2849
archon-config-29.json,37,0.00916,81.141
archon-config-29.json,38,0.00702,64.958
archon-config-29.json,39,0.00681,46.4051
archon-config-29.json,40,0.00488,50.6909
archon-config-29.json,41,0.00542,52.8297
archon-config-29.json,42,0.00915,53.8805
archon-config-29.json,43,0.00798,75.2228
archon-config-29.json,44,0.00576,44.4981
archon-config-29.json,45,0.00873,57.7408
archon-config-29.json,46,0.00646,67.1116
archon-config-29.json,47,0.00808,50.2312
archon-config-29.json,48,0.00804,58.2846
archon-config-29.json,49,0.00955,40.4241
archon-config-29.json,50,0.00467,41.3901
archon-config-29.json,51,0.00808,36.4135
archon-config-29.json,52,0.00883,42.5813
archon-config-29.json,53,0.00875,58.4768
archon-config-29.json,54,0.00661,34.1673
archon-config-29.json,55,0.00643,52.9652
archon-config-29.json,56,0.00803,69.6142
archon-config-29.json,57,0.01456,58.6255
archon-config-29.json,58,0.00407,31.8308
archon-config-29.json,59,0.01045,64.3549
archon-config-29.json,60,0.01548,77.7854
archon-config-29.json,61,0.00668,35.5462
archon-config-29.json,62,0.00892,65.9302
archon-config-29.json,63,0.01008,58.2166
archon-config-29.json,64,0.01607,91.7134
archon-config-29.json,65,0.00777,38.2044
archon-config-29.json,66,0.00458,39.2892
archon-config-29.json,67,0.00702,39.8924
archon-config-29.json,68,0.00716,35.5024
archon-config-29.json,69,0.00798,51.1841
archon-config-29.json,70,0.00742,42.1188
archon-config-29.json,71,0.00654,34.4469
archon-config-29.json,72,0.00614,37.6008
archon-config-29.json,73,0.00813,43.8926
archon-config-29.json,74,0.00506,28.7376
archon-config-29.json,75,0.00998,28.7772
archon-config-29.json,76,0.00732,37.0821
archon-config-29.json,77,0.00878,30.6942
archon-config-29.json,78,0.0083,28.1015
archon-config-29.json,79,0.00835,44.9883
archon-config-29.json,80,0.01587,63.2148
archon-config-29.json,81,0.00765,40.2353
archon-config-29.json,82,0.00993,32.4312
archon-config-29.json,83,0.01182,70.8034
archon-config-29.json,84,0.0037,18.0486
archon-config-29.json,85,0.01767,67.7529
archon-config-29.json,86,0.00927,39.9554
archon-config-29.json,87,0.00854,45.2757
archon-config-29.json,88,0.00606,27.9217
archon-config-29.json,89,0.00897,43.9053
archon-config-29.json,90,0.00872,46.2599
archon-config-29.json,91,0.00791,38.1936
archon-config-29.json,92,0.00943,63.7874
archon-config-29.json,93,0.00807,37.4874
archon-config-29.json,94,0.0061,25.5605
archon-config-29.json,95,0.00878,43.8099
archon-config-29.json,96,0.0079,46.2229
archon-config-29.json,97,0.00666,31.3582
archon-config-29.json,98,0.00597,37.3976
archon-config-29.json,99,0.00901,43.386
archon-config-54.json,1,0.0051,72.6475
archon-config-54.json,2,0.0048,36.2026
archon-config-54.json,3,0.0083,72.2354
archon-config-54.json,4,0.00426,38.0365
archon-config-54.json,5,0.0103,71.6904
archon-config-54.json,6,0.00768,78.9074
archon-config-54.json,7,0.00754,110.0525
archon-config-54.json,8,0.00672,54.4241
archon-config-54.json,9,0.00562,52.0696
archon-config-54.json,10,0.00404,30.9646
archon-config-54.json,11,0.0058,43.8681
archon-config-54.json,12,0.0087,75.6593
archon-config-54.json,13,0.00968,135.752
archon-config-54.json,14,0.00535,72.818
archon-config-54.json,15,0.0102,77.1544
archon-config-54.json,16,0.00782,58.8255
archon-config-54.json,17,0.00591,53.1903
archon-config-54.json,18,0.01028,83.945
archon-config-54.json,19,0.00926,76.248
archon-config-54.json,20,0.00512,38.8893
archon-config-54.json,21,0.00632,56.6397
archon-config-54.json,22,0.00392,48.7446
archon-config-54.json,23,0.00637,62.8331
archon-config-54.json,24,0.01079,78.2811
archon-config-54.json,25,0.00818,48.2574
archon-config-54.json,26,0.00817,52.6334
archon-config-54.json,27,0.0044,48.4345
archon-config-54.json,28,0.00735,50.3428
archon-config-54.json,29,0.00657,40.219
archon-config-54.json,30,0.00632,51.2904
archon-config-54.json,31,0.00554,44.7197
archon-config-54.json,32,0.01043,86.0872
archon-config-54.json,33,0.00735,54.8396
archon-config-54.json,34,0.00827,46.6999
archon-config-54.json,35,0.00843,111.1169
