config,question_num,total_cost_usd,total_time_sec,accuracy
archon-config-10.json,1,0.0052,70.8844,CORRECT
archon-config-10.json,2,0.00519,73.5293,CORRECT
archon-config-10.json,3,0.00716,88.0363,WRONG
archon-config-10.json,4,0.00324,38.9757,WRONG
archon-config-10.json,5,0.00781,90.917,CORRECT
archon-config-10.json,6,0.0059,74.1001,WRONG
archon-config-10.json,7,0.00646,85.6087,CORRECT
archon-config-10.json,8,0.00661,69.2764,CORRECT
archon-config-10.json,9,0.00458,50.8784,CORRECT
archon-config-10.json,10,0.00352,58.9119,CORRECT
archon-config-10.json,11,0.00578,72.9799,CORRECT
archon-config-10.json,12,0.00586,74.0892,CORRECT
archon-config-10.json,13,0.00628,87.9968,WRONG
archon-config-10.json,14,0.00401,58.9038,WRONG
archon-config-10.json,15,0.00574,73.5065,CORRECT
archon-config-10.json,16,0.00591,78.9373,CORRECT
archon-config-10.json,17,0.00947,113.2282,CORRECT
archon-config-10.json,18,0.00749,106.7436,CORRECT
archon-config-10.json,19,0.00635,63.8937,WRONG
archon-config-10.json,20,0.00404,39.9082,CORRECT
archon-config-10.json,21,0.00444,50.8059,CORRECT
archon-config-10.json,22,0.00277,32.3413,WRONG
archon-config-10.json,23,0.00626,80.5832,CORRECT
archon-config-10.json,24,0.00579,89.6282,CORRECT
archon-config-10.json,25,0.00559,50.8624,WRONG
archon-config-10.json,26,0.00712,88.4749,WRONG
archon-config-10.json,27,0.00348,43.4315,CORRECT
archon-config-10.json,28,0.00588,80.2863,WRONG
archon-config-10.json,29,0.00626,70.6317,CORRECT
archon-config-10.json,30,0.00396,57.0761,CORRECT
archon-config-10.json,31,0.00479,68.2077,CORRECT
archon-config-10.json,32,0.00528,70.9266,CORRECT
archon-config-10.json,33,0.00566,64.5577,CORRECT
archon-config-10.json,34,0.00795,75.1897,WRONG
archon-config-10.json,35,0.00738,66.501,CORRECT
archon-config-10.json,36,0.00348,48.4674,WRONG
archon-config-10.json,37,0.0056,65.1883,WRONG
archon-config-10.json,38,0.00527,50.611,CORRECT
archon-config-10.json,39,0.00555,55.0259,CORRECT
archon-config-10.json,40,0.00304,36.3204,CORRECT
archon-config-10.json,41,0.00349,59.6415,CORRECT
archon-config-10.json,42,0.0073,63.61,CORRECT
archon-config-10.json,43,0.0057,80.8442,WRONG
archon-config-10.json,44,0.0047,43.1867,CORRECT
archon-config-10.json,45,0.00735,81.1514,CORRECT
archon-config-10.json,46,0.00392,77.2572,WRONG
archon-config-10.json,47,0.00517,80.9062,CORRECT
archon-config-10.json,48,0.00556,77.2784,WRONG
archon-config-10.json,49,0.00613,54.8712,WRONG
archon-config-10.json,50,0.00363,41.9988,CORRECT
archon-config-10.json,51,0.00547,70.5122,CORRECT
archon-config-10.json,52,0.00952,88.2784,WRONG
archon-config-10.json,53,0.00595,71.001,WRONG
archon-config-10.json,54,0.00464,54.6511,WRONG
archon-config-10.json,55,0.0047,60.8969,CORRECT
archon-config-10.json,56,0.00494,47.438,CORRECT
archon-config-10.json,57,0.00675,76.2777,WRONG
archon-config-10.json,58,0.00313,41.0285,WRONG
archon-config-10.json,59,0.00671,91.8347,CORRECT
archon-config-10.json,60,0.00655,69.9135,CORRECT
archon-config-10.json,61,0.00564,67.7478,CORRECT
archon-config-10.json,62,0.00578,76.5046,CORRECT
archon-config-10.json,63,0.00697,65.4854,CORRECT
archon-config-10.json,64,0.00819,93.6981,WRONG
archon-config-10.json,65,0.00625,75.8735,CORRECT
archon-config-10.json,66,0.00387,56.1917,CORRECT
archon-config-10.json,67,0.0066,82.2887,CORRECT
archon-config-10.json,68,0.00422,58.3284,CORRECT
archon-config-10.json,69,0.00806,92.1857,CORRECT
archon-config-10.json,70,0.00554,71.3459,WRONG
archon-config-10.json,71,0.00484,52.2244,CORRECT
archon-config-10.json,72,0.00505,58.2298,WRONG
archon-config-10.json,73,0.00528,46.5682,CORRECT
archon-config-10.json,74,0.00605,66.404,CORRECT
archon-config-10.json,75,0.00789,82.0711,WRONG
archon-config-10.json,76,0.00396,61.4254,WRONG
archon-config-10.json,77,0.00714,65.8078,WRONG
archon-config-10.json,78,0.00602,60.4713,CORRECT
archon-config-10.json,79,0.00717,83.754,WRONG
archon-config-10.json,80,0.0094,126.2893,WRONG
archon-config-10.json,81,0.00576,72.832,CORRECT
archon-config-10.json,82,0.00899,81.9547,WRONG
archon-config-10.json,83,0.00793,92.9654,CORRECT
archon-config-10.json,84,0.00292,44.6653,CORRECT
archon-config-10.json,85,0.00717,84.1791,WRONG
archon-config-10.json,86,0.00504,61.6089,WRONG
archon-config-10.json,87,0.00578,53.8684,WRONG
archon-config-10.json,88,0.00368,43.2104,CORRECT
archon-config-10.json,89,0.00587,62.2345,CORRECT
archon-config-10.json,90,0.00575,65.912,CORRECT
archon-config-10.json,91,0.00562,66.7114,WRONG
archon-config-10.json,92,0.01041,99.6563,WRONG
archon-config-10.json,93,0.00652,74.6156,WRONG
archon-config-10.json,94,0.0048,58.6559,WRONG
archon-config-10.json,95,0.00613,80.6728,WRONG
archon-config-10.json,96,0.007,63.8968,WRONG
archon-config-10.json,97,0.00463,52.8856,CORRECT
archon-config-10.json,98,0.00473,53.8896,WRONG
archon-config-10.json,99,0.00654,59.884,WRONG
archon-config-29.json,1,0.00626,48.5986,WRONG
archon-config-29.json,2,0.0068,43.6328,WRONG
archon-config-29.json,3,0.00749,47.9092,CORRECT
archon-config-29.json,4,0.00446,25.8303,WRONG
archon-config-29.json,5,0.01011,50.5131,CORRECT
archon-config-29.json,6,0.01403,60.9207,CORRECT
archon-config-29.json,7,0.0081,58.8677,CORRECT
archon-config-29.json,8,0.00842,51.1875,CORRECT
archon-config-29.json,9,0.00605,35.3564,CORRECT
archon-config-29.json,10,0.00692,48.6177,WRONG
archon-config-29.json,11,0.00725,33.7134,CORRECT
archon-config-29.json,12,0.00823,54.4144,CORRECT
archon-config-29.json,13,0.00863,55.3306,CORRECT
archon-config-29.json,14,0.0046,30.2364,CORRECT
archon-config-29.json,15,0.00803,46.9147,CORRECT
archon-config-29.json,16,0.00792,47.9351,WRONG
archon-config-29.json,17,0.01447,81.4588,CORRECT
archon-config-29.json,18,0.01674,93.9354,WRONG
archon-config-29.json,19,0.01015,43.4136,CORRECT
archon-config-29.json,20,0.0049,24.9805,CORRECT
archon-config-29.json,21,0.00691,34.0496,CORRECT
archon-config-29.json,22,0.00557,27.7956,CORRECT
archon-config-29.json,23,0.00889,56.0104,WRONG
archon-config-29.json,24,0.01138,93.323,WRONG
archon-config-29.json,25,0.01007,56.4912,WRONG
archon-config-29.json,26,0.00857,58.3368,WRONG
archon-config-29.json,27,0.00611,32.2559,CORRECT
archon-config-29.json,28,0.00882,56.2295,WRONG
archon-config-29.json,29,0.00885,61.1065,CORRECT
archon-config-29.json,30,0.00569,46.9813,WRONG
archon-config-29.json,31,0.00659,47.8403,WRONG
archon-config-29.json,32,0.01683,133.1247,WRONG
archon-config-29.json,33,0.00788,42.023,WRONG
archon-config-29.json,34,0.01027,55.2531,WRONG
archon-config-29.json,35,0.00831,63.8569,WRONG
archon-config-29.json,36,0.00593,54.2849,CORRECT
archon-config-29.json,37,0.00916,81.141,WRONG
archon-config-29.json,38,0.00702,64.958,WRONG
archon-config-29.json,39,0.00681,46.4051,CORRECT
archon-config-29.json,40,0.00488,50.6909,CORRECT
archon-config-29.json,41,0.00542,52.8297,CORRECT
archon-config-29.json,42,0.00915,53.8805,CORRECT
archon-config-29.json,43,0.00798,75.2228,WRONG
archon-config-29.json,44,0.00576,44.4981,WRONG
archon-config-29.json,45,0.00873,57.7408,CORRECT
archon-config-29.json,46,0.00646,67.1116,WRONG
archon-config-29.json,47,0.00808,50.2312,CORRECT
archon-config-29.json,48,0.00804,58.2846,WRONG
archon-config-29.json,49,0.00955,40.4241,WRONG
archon-config-29.json,50,0.00467,41.3901,CORRECT
archon-config-29.json,51,0.00808,36.4135,CORRECT
archon-config-29.json,52,0.00883,42.5813,CORRECT
archon-config-29.json,53,0.00875,58.4768,WRONG
archon-config-29.json,54,0.00661,34.1673,CORRECT
