config,question_num,total_cost_usd,total_time_sec,accuracy
archon-config-10.json,1,0.00615,73.356,
archon-config-10.json,2,0.00506,63.635,
archon-config-10.json,3,0.00881,96.6829,
archon-config-10.json,4,0.00426,52.589,
archon-config-10.json,5,0.01063,113.6553,
archon-config-10.json,6,0.00979,90.7864,
archon-config-10.json,7,0.00792,94.3293,
archon-config-10.json,8,0.00766,69.4871,
archon-config-10.json,9,0.00527,54.1539,
archon-config-10.json,10,0.00516,65.0346,
archon-config-10.json,11,0.00649,63.0133,
archon-config-10.json,12,0.00836,103.3302,
archon-config-10.json,13,0.00822,91.5211,
archon-config-10.json,14,0.00432,51.8371,
archon-config-10.json,15,0.00848,97.0871,
archon-config-10.json,16,0.00785,106.1449,
archon-config-10.json,17,0.00962,111.7554,
archon-config-10.json,18,0.00944,129.3745,
archon-config-10.json,19,0.00919,82.8514,
archon-config-10.json,20,0.00466,60.9885,
archon-config-10.json,21,0.00567,62.4773,
archon-config-10.json,22,0.0032,43.3333,
archon-config-10.json,23,0.00664,73.1829,
archon-config-10.json,24,0.01009,97.3255,
archon-config-10.json,25,0.00686,71.9501,
archon-config-10.json,26,0.00768,84.7785,
archon-config-10.json,27,0.00434,56.4459,
archon-config-10.json,28,0.00822,90.2241,
archon-config-10.json,29,0.00838,88.5401,
archon-config-10.json,30,0.00485,64.9676,
archon-config-10.json,31,0.00578,81.1621,
archon-config-10.json,32,0.00634,79.7484,
archon-config-10.json,33,0.00707,81.5094,
archon-config-10.json,34,0.00799,85.9139,
archon-config-10.json,35,0.00876,120.0421,
archon-config-10.json,36,0.00421,54.9231,
archon-config-10.json,37,0.00757,108.7031,
archon-config-10.json,38,0.00566,57.3439,
archon-config-10.json,39,0.00702,90.2841,
archon-config-10.json,40,0.00405,60.9522,
archon-config-10.json,41,0.00639,77.6622,
archon-config-10.json,42,0.01089,107.9431,
archon-config-10.json,43,0.0053,51.9082,
archon-config-10.json,44,0.0065,74.2924,
archon-config-10.json,45,0.00937,112.772,
archon-config-10.json,46,0.00556,76.0371,
archon-config-10.json,47,0.00705,83.1328,
archon-config-10.json,48,0.00689,93.619,
archon-config-10.json,49,0.00786,87.8021,
archon-config-10.json,50,0.00521,67.318,
archon-config-10.json,51,0.00621,73.6645,
archon-config-10.json,52,0.0099,112.6314,
archon-config-10.json,53,0.00819,124.1084,
archon-config-10.json,54,0.00548,74.2828,
archon-config-10.json,55,0.00501,63.7049,
archon-config-10.json,56,0.00772,109.183,
archon-config-10.json,57,0.01106,165.4086,
archon-config-10.json,58,0.00312,44.1354,
archon-config-10.json,59,0.00952,117.853,
archon-config-10.json,60,0.00724,95.2806,
archon-config-10.json,61,0.00772,93.5535,
archon-config-10.json,62,0.00662,86.2291,
archon-config-10.json,63,0,0,
archon-config-10.json,64,0.0118,190.5533,
archon-config-10.json,65,0.00677,78.3488,
archon-config-10.json,66,0.0041,60.8161,
archon-config-10.json,67,0.00711,92.0191,
archon-config-10.json,68,0.00572,85.542,
archon-config-10.json,69,0.00852,111.2722,
archon-config-10.json,70,0.00813,129.1219,
archon-config-10.json,71,0.0062,90.7209,
archon-config-10.json,72,0.0062,82.1661,
archon-config-10.json,73,0.00733,87.6489,
archon-config-10.json,74,0.00748,106.5758,
archon-config-10.json,75,0.00644,39.8747,
